show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description
s1502,Movie,Title_1502,Director_1286,"Actor_4374, Actor_4930, Actor_612, Actor_307, Actor_4775",France,"February 11, 2020",2019,PG,85 min,Children & Family Movies,A movie in the Children & Family Movies genre from France.
s1503,Movie,Title_1503,Director_1309,"Actor_2188, Actor_2926, Actor_3493, Actor_4198",Japan,"March 8, 2021",2007,PG,117 min,Horror Movies,A movie in the Horror Movies genre from Japan.
s1504,TV Show,Title_1504,Director_1582,"Actor_3501, Actor_2443, Actor_178, Actor_544, Actor_3539",United States,"April 27, 2022",2007,TV-14,2 Seasons,Romantic TV Shows,A tv show in the Romantic TV Shows genre from United States.
s1505,Movie,Title_1505,Director_427,"Actor_2909, Actor_4771",United States,"September 22, 2018",2018,PG-13,121 min,Action & Adventure,A movie in the Action & Adventure genre from United States.
s1506,Movie,Title_1506,Director_479,"Actor_4171, Actor_3224",India,"November 15, 2018",2007,R,177 min,Children & Family Movies,A movie in the Children & Family Movies genre from India.
s1507,Movie,Title_1507,Director_755,"Actor_1341, Actor_1858, Actor_1857, Actor_1435",United Kingdom,"June 18, 2018",2005,TV-MA,64 min,Crime Movies,A movie in the Crime Movies genre from United Kingdom.
s1508,Movie,Title_1508,Director_521,"Actor_4777, Actor_3546, Actor_3188",United States,"November 24, 2020",2016,R,154 min,Comedies,A movie in the Comedies genre from United States.
s1509,Movie,Title_1509,Director_522,"Actor_1448, Actor_1003, Actor_2830, Actor_4689, Actor_2923",United States,"August 23, 2019",2016,TV-G,98 min,Horror Movies,A movie in the Horror Movies genre from United States.
s1510,Movie,Title_1510,Director_236,"Actor_522, Actor_3621, Actor_25, Actor_2759, Actor_108",United Kingdom,"December 20, 2021",2014,PG-13,177 min,Thrillers,A movie in the Thrillers genre from United Kingdom.
s1511,Movie,Title_1511,Director_1931,"Actor_811, Actor_1868, Actor_2457, Actor_2241",United States,"November 27, 2017",2004,TV-MA,145 min,Action & Adventure,A movie in the Action & Adventure genre from United States.
s1512,Movie,Title_1512,Director_1422,"Actor_3685, Actor_2358, Actor_212, Actor_1053, Actor_4846",Canada,"September 7, 2016",2009,R,173 min,Horror Movies,A movie in the Horror Movies genre from Canada.
s1513,Movie,Title_1513,Director_1914,"Actor_1242, Actor_3480",Argentina,"April 25, 2020",2012,PG,128 min,Crime Movies,A movie in the Crime Movies genre from Argentina.
s1514,Movie,Title_1514,Director_384,"Actor_4570, Actor_1546",Others,"December 27, 2021",2018,R,179 min,Sci-Fi & Fantasy,A movie in the Sci-Fi & Fantasy genre from Others.
s1515,Movie,Title_1515,Director_892,"Actor_13, Actor_1144",India,"July 14, 2021",2018,R,75 min,Romantic Movies,A movie in the Romantic Movies genre from India.
s1516,TV Show,Title_1516,Director_1739,"Actor_1095, Actor_1804, Actor_2201",United States,"March 26, 2022",2008,TV-Y7,1 Season,Docuseries,A tv show in the Docuseries genre from United States.
s1517,Movie,Title_1517,Director_1991,"Actor_4537, Actor_1809, Actor_3449, Actor_4000, Actor_2934",Japan,"December 15, 2022",2013,PG-13,69 min,Anime Features,A movie in the Anime Features genre from Japan.
s1518,Movie,Title_1518,Director_1302,"Actor_2262, Actor_3307, Actor_986, Actor_2248",Japan,"June 5, 2022",2009,TV-MA,120 min,Crime Movies,A movie in the Crime Movies genre from Japan.
s1519,Movie,Title_1519,Director_623,"Actor_2954, Actor_3558, Actor_2517, Actor_1148, Actor_3088",United States,"February 15, 2019",2015,PG-13,87 min,Dramas,A movie in the Dramas genre from United States.
s1520,Movie,Title_1520,Director_137,"Actor_3125, Actor_2744, Actor_2917, Actor_4774",Argentina,"July 7, 2019",2008,TV-MA,109 min,Dramas,A movie in the Dramas genre from Argentina.
s1521,Movie,Title_1521,Director_190,"Actor_4980, Actor_369, Actor_216, Actor_1773",Germany,"May 26, 2021",2018,PG-13,122 min,Action & Adventure,A movie in the Action & Adventure genre from Germany.
s1522,Movie,Title_1522,Director_1493,"Actor_2221, Actor_2364, Actor_2096",Others,"June 3, 2021",2016,R,82 min,Stand-Up Comedy,A movie in the Stand-Up Comedy genre from Others.
s1523,TV Show,Title_1523,Director_616,"Actor_1976, Actor_1913, Actor_542, Actor_2071, Actor_2959",United Kingdom,"October 1, 2023",2015,TV-14,1 Season,Docuseries,A tv show in the Docuseries genre from United Kingdom.
s1524,Movie,Title_1524,Director_1699,"Actor_1220, Actor_2930, Actor_761",United States,"May 19, 2017",2017,TV-14,149 min,Romantic Movies,A movie in the Romantic Movies genre from United States.
s1525,Movie,Title_1525,Director_649,"Actor_521, Actor_1098, Actor_67",United States,"October 27, 2020",2019,PG-13,135 min,Thrillers,A movie in the Thrillers genre from United States.
s1526,Movie,Title_1526,Director_871,"Actor_4210, Actor_1592",United States,"November 14, 2019",2019,PG-13,96 min,Dramas,A movie in the Dramas genre from United States.
s1527,Movie,Title_1527,Director_1427,"Actor_1993, Actor_703, Actor_2557, Actor_1689, Actor_4771",United States,"February 24, 2020",2006,PG-13,107 min,Crime Movies,A movie in the Crime Movies genre from United States.
s1528,Movie,Title_1528,Director_845,"Actor_852, Actor_122, Actor_3981",United States,"August 18, 2019",2017,TV-MA,68 min,Children & Family Movies,A movie in the Children & Family Movies genre from United States.
s1529,Movie,Title_1529,Director_656,"Actor_2468, Actor_1056, Actor_2709, Actor_3721, Actor_434",Italy,"November 17, 2017",2014,TV-MA,118 min,Stand-Up Comedy,A movie in the Stand-Up Comedy genre from Italy.
s1530,Movie,Title_1530,Director_406,"Actor_591, Actor_3050, Actor_2157",India,"October 22, 2015",2013,PG-13,167 min,Sci-Fi & Fantasy,A movie in the Sci-Fi & Fantasy genre from India.
s1531,TV Show,Title_1531,Director_885,"Actor_2746, Actor_155, Actor_2675, Actor_1132",United States,"March 17, 2018",2004,TV-MA,1 Season,Kids' TV,A tv show in the Kids' TV genre from United States.
s1532,Movie,Title_1532,Director_838,"Actor_301, Actor_845, Actor_2581, Actor_618, Actor_2098",United States,"January 13, 2019",2008,TV-14,72 min,Thrillers,A movie in the Thrillers genre from United States.
s1533,Movie,Title_1533,Director_422,"Actor_1055, Actor_1112, Actor_1120",United States,"July 8, 2015",2012,PG-13,78 min,Crime Movies,A movie in the Crime Movies genre from United States.
s1534,Movie,Title_1534,Director_361,"Actor_3052, Actor_3095",United States,"March 22, 2019",2008,TV-MA,100 min,Dramas,A movie in the Dramas genre from United States.
s1535,Movie,Title_1535,Director_1553,"Actor_2098, Actor_4377, Actor_2513",United States,"February 4, 2021",2007,TV-MA,144 min,Sci-Fi & Fantasy,A movie in the Sci-Fi & Fantasy genre from United States.
s1536,TV Show,Title_1536,Director_776,"Actor_1759, Actor_1297",United States,"March 17, 2021",2017,TV-14,1 Season,Kids' TV,A tv show in the Kids' TV genre from United States.
s1537,TV Show,Title_1537,Director_444,"Actor_1522, Actor_4101, Actor_3275, Actor_2445",United States,"June 5, 2020",2014,TV-MA,4 Seasons,TV Comedies,A tv show in the TV Comedies genre from United States.
s1538,Movie,Title_1538,Director_1049,"Actor_3518, Actor_1584, Actor_2193, Actor_1425, Actor_447",Turkey,"May 19, 2022",2012,PG-13,114 min,Thrillers,A movie in the Thrillers genre from Turkey.
s1539,TV Show,Title_1539,Director_1682,"Actor_2267, Actor_4693, Actor_4507",Mexico,"November 28, 2021",2021,TV-Y,1 Season,TV Comedies,A tv show in the TV Comedies genre from Mexico.
s1540,Movie,Title_1540,Director_1710,"Actor_2742, Actor_1455",Japan,"June 13, 2020",2012,R,139 min,Sci-Fi & Fantasy,A movie in the Sci-Fi & Fantasy genre from Japan.
s1541,TV Show,Title_1541,Director_1838,"Actor_1292, Actor_3029, Actor_2018, Actor_4186, Actor_497",United States,"August 25, 2022",2015,TV-14,1 Season,Docuseries,A tv show in the Docuseries genre from United States.
s1542,Movie,Title_1542,Director_829,"Actor_1305, Actor_2364, Actor_3618, Actor_2219",Japan,"April 8, 2019",2015,R,73 min,Romantic Movies,A movie in the Romantic Movies genre from Japan.
s1543,TV Show,Title_1543,Director_1432,"Actor_1043, Actor_4724, Actor_4518, Actor_2778, Actor_2047",Turkey,"September 19, 2019",2010,TV-14,1 Season,Docuseries,A tv show in the Docuseries genre from Turkey.
s1544,Movie,Title_1544,Director_309,"Actor_846, Actor_2776, Actor_3890, Actor_671",United States,"August 19, 2021",2018,TV-MA,176 min,Thrillers,A movie in the Thrillers genre from United States.
s1545,Movie,Title_1545,Director_1281,"Actor_2655, Actor_2224, Actor_1741",United States,"April 24, 2021",2019,R,142 min,Sci-Fi & Fantasy,A movie in the Sci-Fi & Fantasy genre from United States.
s1546,Movie,Title_1546,Director_1184,"Actor_3383, Actor_830",France,"April 22, 2020",2018,R,102 min,Thrillers,A movie in the Thrillers genre from France.
s1547,Movie,Title_1547,Director_1541,"Actor_3402, Actor_788",United States,"October 20, 2021",2013,PG-13,97 min,Crime Movies,A movie in the Crime Movies genre from United States.
s1548,TV Show,Title_1548,Director_182,"Actor_2006, Actor_190",United States,"December 15, 2017",2008,TV-PG,2 Seasons,Kids' TV,A tv show in the Kids' TV genre from United States.
s1549,Movie,Title_1549,Director_561,"Actor_3949, Actor_4538, Actor_157, Actor_4555, Actor_1147",India,"January 4, 2016",2006,R,108 min,Documentaries,A movie in the Documentaries genre from India.
s1550,Movie,Title_1550,Director_1606,"Actor_4851, Actor_2440, Actor_3622",United States,"May 13, 2017",2005,TV-MA,86 min,Crime Movies,A movie in the Crime Movies genre from United States.
s1551,Movie,Title_1551,Director_1439,"Actor_2822, Actor_3322, Actor_1681, Actor_1567",United States,"July 27, 2022",2012,R,95 min,Action & Adventure,A movie in the Action & Adventure genre from United States.
s1552,Movie,Title_1552,Director_810,"Actor_4143, Actor_655, Actor_900, Actor_1488",South Korea,"January 7, 2023",2017,R,155 min,Comedies,A movie in the Comedies genre from South Korea.
s1553,TV Show,Title_1553,Director_840,"Actor_210, Actor_3373, Actor_4512, Actor_1837, Actor_1790",France,"February 20, 2019",2018,TV-PG,1 Season,Docuseries,A tv show in the Docuseries genre from France.
s1554,Movie,Title_1554,Director_717,"Actor_931, Actor_3288",United States,"February 6, 2017",2014,PG-13,64 min,Documentaries,A movie in the Documentaries genre from United States.
s1555,TV Show,Title_1555,Director_475,"Actor_2228, Actor_1765, Actor_3902, Actor_3435",Australia,"April 8, 2021",2008,TV-14,1 Season,Kids' TV,A tv show in the Kids' TV genre from Australia.
s1556,TV Show,Title_1556,Director_1691,"Actor_726, Actor_509, Actor_583, Actor_3557",Philippines,"May 2, 2021",2009,TV-PG,1 Season,Reality TV,A tv show in the Reality TV genre from Philippines.
s1557,Movie,Title_1557,Director_22,"Actor_4738, Actor_4836, Actor_681, Actor_205",India,"February 13, 2023",2010,TV-MA,69 min,Anime Features,A movie in the Anime Features genre from India.
s1558,Movie,Title_1558,Director_1151,"Actor_3417, Actor_976, Actor_3312, Actor_4459, Actor_271",United States,"March 17, 2018",2004,PG-13,178 min,Thrillers,A movie in the Thrillers genre from United States.
s1559,TV Show,Title_1559,Director_1577,"Actor_2113, Actor_4112, Actor_2697",Germany,"February 28, 2019",2008,TV-Y7,2 Seasons,TV Dramas,A tv show in the TV Dramas genre from Germany.
s1560,TV Show,Title_1560,Director_872,"Actor_3917, Actor_4633",United States,"April 3, 2016",2011,TV-MA,1 Season,Sci-Fi & Fantasy TV,A tv show in the Sci-Fi & Fantasy TV genre from United States.
s1561,Movie,Title_1561,Director_783,"Actor_655, Actor_2654",Canada,"April 18, 2023",2011,R,180 min,Comedies,A movie in the Comedies genre from Canada.
s1562,Movie,Title_1562,Director_1796,"Actor_801, Actor_4776, Actor_2535",Nigeria,"February 7, 2022",2022,TV-MA,149 min,Horror Movies,A movie in the Horror Movies genre from Nigeria.
s1563,Movie,Title_1563,Director_1138,"Actor_2371, Actor_754",Others,"March 17, 2022",2007,NR,98 min,Dramas,A movie in the Dramas genre from Others.
s1564,TV Show,Title_1564,Director_1913,"Actor_4978, Actor_1746",United States,"March 16, 2021",2016,TV-G,2 Seasons,Crime TV Shows,A tv show in the Crime TV Shows genre from United States.
s1565,TV Show,Title_1565,Director_147,"Actor_4540, Actor_653, Actor_308",India,"April 20, 2020",2018,TV-G,1 Season,Reality TV,A tv show in the Reality TV genre from India.
s1566,TV Show,Title_1566,Director_1183,"Actor_1388, Actor_2044, Actor_1244, Actor_975",Japan,"February 26, 2021",2018,TV-MA,7 Seasons,Reality TV,A tv show in the Reality TV genre from Japan.
s1567,TV Show,Title_1567,Director_106,"Actor_4890, Actor_3550, Actor_1520, Actor_3183, Actor_545",United States,"April 11, 2019",2014,TV-Y7,1 Season,Romantic TV Shows,A tv show in the Romantic TV Shows genre from United States.
s1568,Movie,Title_1568,Director_1344,"Actor_2555, Actor_615, Actor_17, Actor_1139, Actor_2977",India,"March 25, 2019",2014,TV-MA,104 min,Stand-Up Comedy,A movie in the Stand-Up Comedy genre from India.
s1569,TV Show,Title_1569,Director_1874,"Actor_3490, Actor_3199, Actor_4953, Actor_2313",United States,"September 17, 2021",2014,TV-PG,1 Season,Reality TV,A tv show in the Reality TV genre from United States.
s1570,Movie,Title_1570,Director_218,"Actor_3545, Actor_3699, Actor_2850, Actor_3293",India,"January 12, 2018",2004,NR,136 min,Anime Features,A movie in the Anime Features genre from India.
s1571,TV Show,Title_1571,Director_1484,"Actor_3733, Actor_1279",United States,"August 21, 2022",2012,TV-14,2 Seasons,Anime Series,A tv show in the Anime Series genre from United States.
s1572,TV Show,Title_1572,Director_1790,"Actor_3903, Actor_185",United States,"May 13, 2020",2005,TV-MA,2 Seasons,Docuseries,A tv show in the Docuseries genre from United States.
s1573,TV Show,Title_1573,Director_456,"Actor_3098, Actor_4172",France,"February 27, 2021",2014,TV-MA,4 Seasons,International TV Shows,A tv show in the International TV Shows genre from France.
s1574,Movie,Title_1574,Director_8,"Actor_3352, Actor_4436, Actor_4912, Actor_484, Actor_2228",France,"February 1, 2016",2015,PG,93 min,Romantic Movies,A movie in the Romantic Movies genre from France.
s1575,Movie,Title_1575,Director_394,"Actor_998, Actor_2877",Italy,"July 6, 2018",2018,R,128 min,Comedies,A movie in the Comedies genre from Italy.
s1576,Movie,Title_1576,Director_1139,"Actor_2326, Actor_108, Actor_4392",Nigeria,"March 6, 2018",2007,TV-MA,89 min,Sci-Fi & Fantasy,A movie in the Sci-Fi & Fantasy genre from Nigeria.
s1577,Movie,Title_1577,Director_1220,"Actor_262, Actor_11, Actor_2236, Actor_756",United States,"October 19, 2020",2016,R,79 min,Horror Movies,A movie in the Horror Movies genre from United States.
s1578,Movie,Title_1578,Director_1823,"Actor_946, Actor_2018",United States,"April 12, 2020",2008,TV-14,94 min,Crime Movies,A movie in the Crime Movies genre from United States.
s1579,Movie,Title_1579,Director_1981,"Actor_1193, Actor_1350, Actor_4347, Actor_4851, Actor_1076",United States,"April 11, 2023",2018,TV-MA,169 min,Sci-Fi & Fantasy,A movie in the Sci-Fi & Fantasy genre from United States.
s1580,TV Show,Title_1580,Director_84,"Actor_4295, Actor_1969, Actor_240, Actor_1046, Actor_4428",Indonesia,"August 18, 2017",2013,TV-G,1 Season,International TV Shows,A tv show in the International TV Shows genre from Indonesia.
s1581,Movie,Title_1581,Director_497,"Actor_633, Actor_2728, Actor_1035, Actor_4183",United States,"December 11, 2017",2011,TV-MA,98 min,Comedies,A movie in the Comedies genre from United States.
s1582,Movie,Title_1582,Director_1501,"Actor_4511, Actor_299, Actor_1436",Turkey,"August 10, 2019",2017,TV-G,93 min,Comedies,A movie in the Comedies genre from Turkey.
s1583,Movie,Title_1583,Director_455,"Actor_4078, Actor_4582, Actor_205, Actor_1863",United States,"January 13, 2023",2015,R,131 min,Sci-Fi & Fantasy,A movie in the Sci-Fi & Fantasy genre from United States.
s1584,Movie,Title_1584,Director_1354,"Actor_2053, Actor_1963, Actor_3298, Actor_4885, Actor_4717",India,"April 27, 2021",2009,PG-13,74 min,Stand-Up Comedy,A movie in the Stand-Up Comedy genre from India.
s1585,Movie,Title_1585,Director_763,"Actor_171, Actor_4463, Actor_2280, Actor_1529",United States,"August 26, 2019",2015,TV-14,130 min,Children & Family Movies,A movie in the Children & Family Movies genre from United States.
s1586,Movie,Title_1586,Director_101,"Actor_2944, Actor_1256, Actor_4259, Actor_4979",South Korea,"October 21, 2021",2019,TV-MA,113 min,Crime Movies,A movie in the Crime Movies genre from South Korea.
s1587,Movie,Title_1587,Director_861,"Actor_1971, Actor_1914, Actor_3706, Actor_2240, Actor_3042",Italy,"July 11, 2017",2003,R,108 min,Stand-Up Comedy,A movie in the Stand-Up Comedy genre from Italy.
s1588,Movie,Title_1588,Director_857,"Actor_2449, Actor_4815",India,"February 8, 2018",2016,TV-MA,100 min,Dramas,A movie in the Dramas genre from India.
s1589,Movie,Title_1589,Director_1481,"Actor_1317, Actor_3259, Actor_2423, Actor_2207, Actor_2469",United Kingdom,"April 16, 2021",2014,TV-MA,88 min,Dramas,A movie in the Dramas genre from United Kingdom.
s1590,Movie,Title_1590,Director_1384,"Actor_1970, Actor_1154, Actor_2053",India,"September 10, 2019",2004,PG,83 min,Horror Movies,A movie in the Horror Movies genre from India.
s1591,Movie,Title_1591,Director_1453,"Actor_2522, Actor_907, Actor_2712",United States,"February 15, 2022",2015,R,60 min,Documentaries,A movie in the Documentaries genre from United States.
